content,summary
什么是儿童腹泻？,1.简介：小儿（一般指年龄小于 3 岁的儿童）腹泻也叫腹泻病，主要症状和成人一样，就是「拉肚子」「拉稀」，在医学上是指大便性状有改变，呈稀便、水样便、黏液便或脓血便，不管有没有大便次数增多 。小儿腹泻是由多种因素引起的，比如饥饿或过度喂养、饮食不卫生、食物过敏、乳糖不耐受、病菌或病毒感染、抗生素引起肠道菌群紊乱等。其中六个月至两岁的婴幼儿最容易发生小儿腹泻 。2.症状：危害较大的腹泻一般是侵袭性细菌引起的，包括侵袭性大肠埃希菌、空肠弯曲菌、耶尔森菌、鼠伤寒杆菌等 。这类腹泻常可引起痢疾样病变，表现为急性起病，腹泻频繁，大便黏液状带脓血，有腥臭味，腹痛和里急后重感（想解的时候就很急，感觉肛门坠胀，但是拉出来的又很少）。此外，以下情况的腹泻也要引起重视：疑似霍乱、合并重度脱水、早产儿、合并免疫缺陷病的儿童3.病因：感染性腹泻：病毒感染：常见的病毒有轮状病毒、诺如病毒、肠道腺病毒、柯萨奇病毒等；细菌感染：常见的细菌有大肠埃希菌、空场弯曲菌、耶尔森菌、沙门菌、金黄色葡萄球菌等；真菌：如念珠菌、曲霉菌、毛霉菌、白念珠菌等；寄生虫：如蓝氏贾第鞭毛虫、阿米巴原虫、隐孢子虫等；药物因素：某些患儿因肠道外感染需长期、大量使用广谱抗生素时（如阿莫西林、罗红霉素等），容易引发肠道内菌群紊乱，使正常菌群减少，使病原菌（如耐药性金黄色葡萄球菌、白念珠菌等）大量繁殖，从而产生腹泻。非感染性腹泻：喂养不当：如喂养不定时、饮食量不当、过早添加辅食、突然改变食物品种、过早喂食大量淀粉类或脂肪类食物等；过敏性腹泻：某些小儿对牛乳蛋白、鸡蛋、虾、蟹等食物过敏，也可能会引发腹泻；乳糖不耐受：小儿乳糖酶缺乏或降低，可导致肠道对糖的消化吸收不良，从而导致腹泻；气候因素：气候过冷时若小儿腹部受凉，可促使肠道蠕动增加，进而引发腹泻；天气过热时，小儿消化道的分泌液减少或因口渴饮奶过多，也可能会引发腹泻 。4.诊断：首先，可以关注脱水程度，正常情况下，腹泻引起的脱水可分为轻、中、重度三种：轻度脱水：孩子的精神情况良好，两眼窝稍有下陷，哭时有眼泪，尿量基本正常，捏起腹部或大腿内侧皮肤后回缩比较快。中度脱水：孩子会有口渴的症状，主动想喝水，婴儿会四处找奶头，如果得到奶瓶，会拼命吸吮；啼哭时泪少，尿量及次数也减少；可看见孩子两眼窝下陷，口舌干燥，捏起腹壁及大腿内侧皮肤后回缩较慢。重度脱水：孩子会表现为精神极度萎靡、昏睡，甚至昏迷；口渴非常严重，啼哭时无泪流出，尿量及小便次数明显数少。可看见孩子两眼窝明显下陷，口舌非常干燥；捏起腹壁及大腿内侧皮肤后回缩很慢。一般来说，大便越频繁、大便越稀所引起的脱水越重。但是，有些细菌性腹泻每次大便量不多，大便含有粘液样物质，每次大便完都还想再大便（宝宝可能即使没有便便也会长时间蹲、坐在马桶上不愿意起来），我们称之为「里急后重」，这种腹泻也应该引起重视。其次，如果腹泻伴有严重腹痛、大便为果酱样大便，孩子出现不能安抚的哭闹、呕吐（最初呕吐物不含胆汁，但当病情进展时会出现呕吐胆汁样物质）等情况，这是肠套叠的表现，是儿科的急症，家长必须立即送孩子到医院救治。因此，当发现孩子有脱水的表现时，要注意适当补充水分。如果脱水程度为中、重度，或者伴有持续腹痛、如厕后不能缓解等情况，建议及时送孩子去儿科门诊或肠道门诊就诊。5.治疗：有以下情况时表明脱水明显，应及时医院就诊：呕吐、腹泻次数频繁，吐泻量大容易导致脱水；进食很少：有些孩子胃肠不适时拒绝进食或家长刻意限制其饮食，进食很少时也会导致脱水、低血糖、电解质紊乱；尿量：小儿出现尿量比平时明显减少，颜色较黄等情况；前囟、眼窝：如果有凹陷则为脱水的表现；皮肤、黏膜：如果患儿出现面色苍白，皮肤黏膜干燥，弹性差也是脱水的表现；精神烦躁或精神萎靡都可以是脱水的表现；眼泪：哭时眼泪少或没有眼泪；休克的表现：面色发灰或皮肤发花，出冷汗，精神极度萎靡，四肢发冷，脉搏细而快，尿量少。腹痛：是小儿腹泻常见的伴发症状，但程度都比较轻，常在排便前后出现阵发性疼痛，如果小儿腹痛严重或成为持续性，应立即住院治疗，警惕发生出血性小肠炎或肠套叠。惊厥：如果出现全身性或局限性惊厥，同时伴有口唇青紫，应及时医院就诊。腹胀：一般腹泻多无腹胀或仅有轻度腹胀，如果腹胀比较严重，往往是伴有低钾血症或是严重的感染，应及时住院治疗。发热：如果体温持续在 39 ℃ 以上，说明可能感染较严重，医生会结合孩子其他的症状、体征来判断感染的严重情况，感染严重者需要住院治疗。6.生活：腹泻时要注意继续饮食，口服补液或静脉补液开始后尽早恢复进食。伴有严重呕吐者可暂禁食 4～6 小时（不禁水），待好转后继续喂食，由少到多，由稀到稠。要注意给孩子与年龄匹配的饮食。婴幼儿继续母乳喂养配方奶喂养者可选择应用低乳糖或无乳糖配方（因为病毒性肠炎多有继发性乳糖酶缺乏）。年龄较大的儿童，饮食没有特殊限制，谷类、肉类、酸奶、水果、蔬菜等都可以吃。但不要吃含高浓度单糖的食物，如碳酸饮料、各种含糖饮料、果冻、罐装果汁、甜点心等，也不要吃脂肪含量高的食物，如油炸食品等。食物过敏所致腹泻应该回避相对应的食物，如牛奶、鸡蛋。目前针对牛奶过敏有专门的配方奶粉，包括适度水解奶粉、深度水解奶粉和氨基酸奶粉。它们通过将能够致敏的大分子的蛋白分解为小分子的肽段甚至氨基酸，避免过敏的发生。如果是乳糖不耐受所致腹泻，要回避含有乳糖的食物。在急性腹泻治愈后，需要额外补充因疾病所致的营养素缺失，比如每日加餐一次，共两周 。7.预防：对于婴幼儿要合理喂养，按时添加辅食，尽量不要同时添加几种辅食，以免发生过敏症状时不能很好的判断到底是哪个食物引起。鼓励母乳喂养，尤以生后 4～6 个月和第一个夏季。生理性腹泻应避免不适当的药物治疗、同时注意避免由于婴儿大便次数多而怀疑其消化能力，而不按时添加辅食（具体由面诊的医生来判断）。养成良好的卫生习惯，注意饮食卫生和水源、餐具、玩具和设备的清洁和定期消毒，尤其注意要经常洗手。避免长期滥用广谱抗生素，对于即使没有消化道症状的婴幼儿，在因败血症、肺炎等肠道外感染必须使用抗生素，特别是广谱抗生素的时候，可添加益生菌，防止难治性肠道菌群失调所致的腹泻。积极参加户外活动，加强体格锻炼，提高机体的免疫能力。8.就诊：推荐科室儿科复旦大学附属儿科医院上海市万源路399号、第二执业点：医学院路130号三级甲等首都医科大学附属北京儿童医院北京市西城区南礼士路56号三级甲等浙江大学医学院附属儿童医院杭州市拱墅区竹竿巷57号三级甲等重庆医科大学附属儿童医院院本部地址：重庆市渝中区中山二路136号。礼嘉分院地址：重庆市两江新区金渝大道20号 。三级甲等
儿童腹泻有哪几种类型？,1.	根据引起腹泻的原因不同，可以将腹泻分为感染性腹泻和非感染性腹泻：o	感染性腹泻：由病毒（如轮状病毒、诺如病毒等）、细菌（大肠埃希菌、沙门菌等）、真菌（念珠菌、曲霉菌等）、寄生虫等感染所致，也可能是服用了抗生素（如阿莫西林、青霉素等）治疗导致。o	非感染性腹泻：主要由于喂养不当、牛奶或大豆制品过敏、乳糖不耐受、气候突然变化所致。2.	根据腹泻病程（持续时间）的长短可以分为急性腹泻、迁延性腹泻和慢性腹泻：o	急性腹泻：为持续时间在2 周以内的腹泻；o	迁延性腹泻：为持续时间在2 周到2 个月内的腹泻；o	慢性腹泻：为持续时间超过2 个月的腹泻 。
什么是生理性腹泻？,生理性腹泻多见于六个月以内的婴儿，即出生后不久出现腹泻，除大便次数增多外，无其他症状，食欲好，不影响生长发育。常有湿疹。生理性腹泻的机制目前并不清楚，在添加辅食后，有些婴儿的大便会逐渐正常 。
受凉、吃冷饮会导致腹泻吗？,这种情况并不总是发生，以前比较容易发生，很可能是由于过去的卫生条件较差，放的时间长而凉了的东西容易滋生细菌导致腹泻。此外，受凉会导致胃肠道蠕动亢进，还没等水分被吸收完全，食物就被排到下一个流程了。那为什么肚子着凉就会造成胃肠道蠕动亢进呢？这跟消化道平滑肌的特性有关，和骨骼肌、心肌相比，消化道平滑肌的一个特性就是对温度变化和化学刺激很敏感。温度稍微有点变化，可能就会引起反应，造成胃肠道蠕动的紊乱，发生肠道的痉挛。而且不仅仅是着凉，包括吃冷饮，有些人也会发生腹泻。所以，在卫生的情况下，个体的差异是主要因素，包括一些功能性疾病，比如肠易激综合征，可能容易出现上面的情况。如果吃冷饮后出现了腹泻，那么不吃或少吃便是了。
诊断小儿腹泻时，需要做哪些检查？,小儿腹泻不难诊断，难的是腹泻病因的判别。可通过血常规、粪便常规、粪便隐血等明确可能的腹泻类型。进而结合病史给出诊断 。必要时需要进行腹部超声、CT检查，排除其他原发疾病。
儿童腹泻如何进行药物治疗？,1.	抗感染治疗：当出现腹泻时，不要先用抗生素。即使怀疑为细菌性腹泻，也不首先推荐使用抗生素，因为大多数病原菌所致的急性腹泻均具有自限性；对于痢疾样腹泻患儿、疑似霍乱合并严重脱水、免疫缺陷病、早产儿以及有慢性潜在疾病的儿童推荐应用抗生素治疗。由于我国各地抗生素的耐药情况不一样，可根据粪培养结果和药敏结果以及患儿临床情况进行选择。2.	益生菌治疗：有助于恢复肠道的生态平衡，控制腹泻。常用的有双歧杆菌、粪链球菌、嗜酸乳杆菌、芽孢蜡样菌制剂。3.	肠黏膜保护剂：能吸附病原体和毒素，维持肠细胞吸收分泌功能，增强屏障功能，阻止病原微生物的攻击，常见的有蒙脱石散。4.	抗分泌治疗：可通过加强内源性脑啡肽抑制肠道水、电解质的分泌，治疗分泌性腹泻。常用药物为脑啡肽酶抑制剂消旋卡多曲。5.	补锌治疗：对于经济条件不好，平时饮食不均衡、营养缺乏的儿童，可以适当补锌治疗 。6.	对于严重脱水者需要补液治疗。
慢性腹泻患儿为什么要补锌？,1.	补锌可以减少腹泻的恶性循环：慢性腹泻的小儿，身体虚弱胃口不好，加上摄入体内的营养大量流失，可能会出现缺锌的情况。血锌水平降低会阻碍肠黏膜再生，导致腹泻加重，使腹泻和缺锌之间形成恶性循环。2.	补锌有助于促进腹泻小儿的身体发育：当小儿体内缺锌时，味觉功能减退、消化能力变弱，引起食欲不振。给经常腹泻的小儿适当补锌，有助于促进他们的食欲，增加饭量，确保小儿每天能够从食物中获取足够多的营养素，避免出现其它营养不良症，影响身体和智力发育。3.	补锌有助于提升腹泻小儿的机体免疫力：锌对免疫调节有一定的作用，孩子缺锌会导致免疫力下降，身体杀菌和抗病毒能力大打折扣。适当的补锌能够提高小儿的机体免疫力 。
儿童腹泻时如何进行家庭护理？,1.	调整宝宝的饮食，减轻胃肠道负担。些家长千方百计地喂宝宝牛奶、鸡蛋等高脂肪、高蛋白的食物，想以此来弥补宝宝腹泻造成的损失，殊不知这样反而会加重胃肠道的负担，使腹泻长时间不愈。此时宜给宝宝吃易消化的食物，如米汤、糖盐水（按医生的指示调配，或者服用口服补液盐），甚至暂禁食（伴有呕吐的孩子），使胃肠道充分休息，加快疾病的痊愈。2.	注意宝宝的腹部保暖。患有腹泻的宝宝，肠蠕动本已增快，如腹部再受低温刺激则肠蠕动更快，容易加重病情。3.	要注意保护好宝宝的臀部。由于排便次数增多，肛门周围的皮肤及黏膜有不同程度的损伤，家长在护理中要特别注意肛门部位。宝宝大便后应用细软的纱布蘸水轻洗，洗后可涂些油脂类的护臀霜，以防红臀（可以使用尿不湿），避免粪便尿液浸渍的尿布与皮肤摩擦而发生破溃。4.	用品消毒、避免传染。对于考虑轮状病毒或诺如病毒感染等传染性疾病的宝宝，用过的便具、尿布以及被污染过的衣物、床单，都要及时清洗并进行消毒处理，以免反复感染或传染给其他人。•
接种轮状病毒疫苗能预防腹泻吗?,能预防轮状病毒引起的腹泻，但其他腹泻不能预防。轮状病毒腹泻也叫秋季腹泻，是秋冬季最常见的婴儿腹泻。轮状病毒疫苗是减毒重组的活性疫苗。现在国内接种的疫苗一般是甜味口服液，目前结果表明安全性良好，有效保护率在 70% 以上 。口服轮状病毒疫苗适用于 2 个月到 3 岁的孩子，每年口服 1 次 。接种时间：每年 9 月到次年的 1 月是轮状病毒腹泻流行的季节，所以在每年的 8～10 月接种该疫苗预防效果更好。
新生儿肺炎是什么病？,1.简介：新生儿肺炎是新生儿在子宫内、分娩过程中或出生后感染细菌、病毒、真菌、原虫等病原导致的肺部炎症，是新生儿的常见病，也是引起新生儿死亡的重要原因。 在医院条件好的地区，及时发现并积极治疗，大多数新生儿的结局良好，对生长发育几乎无影响。但新生儿肺炎的预后取决于疾病的严重程度、患儿的胎龄、基础疾病以及导致感染的微生物种类。死亡率增加与早产、先天发育不良或免疫缺陷有关。2.症状：根据感染时间的不同，分为早发型肺炎和晚发型肺炎。早发型肺炎：通常在出生后3日内发生，因在子宫内误吸被污染的羊水、病原体通过胎盘从母体传播给胎儿、产时或产后误吸被污染的羊水。晚发型肺炎：发生在住院期间或出院后，通过呼吸道、血液循环侵入（血行传播）或医源性途径感染。 早发型肺炎常有呼吸急促、呻吟、口吐泡沫、呼吸暂停、口唇或肢端青紫、咳嗽、发热或低体温、反复吐奶、呛奶、吃奶费力、嗜睡、四肢冰凉有花斑纹等表现。 晚发型肺炎除了有早发型肺炎的表现外，还有喂养困难、腹部膨隆、黄疸、呕吐等非特异性（不像肺炎）的表现。3.病因：新生儿的肺炎从感染途径主要分为三种情况：产前感染：因在子宫内误吸被污染的羊水、病原体通过胎盘从母体传播给胎儿。多在生后 24 小时内发病，出生时常有窒息抢救史。产时感染：多由出生过程中吸入被污染的羊水或产道内分泌物导致，可于生后数天、甚至数周逐渐发病。出生后感染：可由接触传播（接触呼吸道感染者）、血行传播（皮肤、血液感染）、医源性感染（医护人员护理不当、医用器械消毒不严格）等途径引起感染。4.诊断：首先要有临床表现，包括典型的肺炎呼吸异常相关表现，和非特异性（不像肺炎）的表现。因此新生儿只要存在突发的呼吸异常或其他疾病表现就应进行肺炎评估。 其次可通过行胸部 X 片进一步明确，还需要痰、胸腔积液、血液或脑脊液等培养，及相关病原学检测，明确感染病原，协助诊疗。5.治疗：新生儿肺炎的治疗疗程跟病原体及患儿对治疗的反应效果有关。对于无并发症的肺炎，一般治疗疗程为 10～14 天。但在患儿肺部感染较重且有先天性心脏病、早产低体重儿等合并症时，治疗疗程可能更长。对于临床症状较轻，吃奶、精神反应、面色等一般情况较好的患儿，不一定非要输液治疗，尤其对于生后病毒感染的患儿，最主要的治疗是雾化、吸痰保持呼吸道通畅等对症及吸氧、营养等支持治疗。但对于临床症状较重，病情发展变化快及一些有早产、低出生体重、先天性心脏病、免疫缺陷病、营养不良、遗传代谢病等高危因素的患儿，建议最好在疾病早期给予有效、强有力的治疗，以尽快控制感染，避免危及生命。6.生活：除非是非常严重的肺炎患儿，一般情况下应继续喂奶，但要注意喂养的方式，因为患新生儿肺炎时，容易出现吃奶费力、呛奶，又会合并吸入性肺炎，进一步加重肺炎，因此对于临床症状较轻的患儿，可继续经口喂养，但要少量多次。如果症状较重特别是出现呼吸困难的新生儿，需要鼻饲奶喂养，以减少呛奶的风险。新生儿肺炎治愈出院回家后，部分患儿在治愈后 1 周内可能仍偶有轻声咳嗽，呼吸稍急促等症状，但如果上述症状无明显加重，并且逐渐缓解，可继续在家观察，若有逐渐加重的趋势，那就提示肺炎可能尚未痊愈或有新的感染，应及时找医生复诊。7.预防：首先要做好产前检查，孕妇在孕期要定期在产科门诊产检，以早期发现相关感染；如果出现尿路感染、呼吸道感染、血液感染等症状，要早期治疗，以避免引起胎儿宫内感染；在孕晚期孕妇尤其要注意胎动、自身体温、有无羊水早破；严重的宫内感染可导致胎儿出现宫内窘迫，出现胎动减少，孕妇发热，羊水早破时间延长会导致胎儿发生宫内感染的风险成倍增高，一旦孕妇明确感染或感染风险较高，应尽早给予抗感染治疗。生后尽量给予新生儿清洁、卫生的生活环境，房间通风很重要，可减少房间内病原滋生；护理人员要注意个人卫生及勤洗手；家人若发生呼吸道感染，尽量避免接触，并最好加戴口罩减少病原经呼吸道传播的风险。8.就诊：闫佳秀闫佳秀 主治医师吉林大学白求恩第一医院新生儿科毕业于吉林大学临床医学七年制（本硕连读），研究生攻读方向为新生儿疾病，毕业后一直工作于新生儿科，2014年晋升主治医师李昕 副主任医师福建医科大学附属泉州第一医院小儿内科儿科有丰富的治疗经验。擅长新生儿疾病、早产儿护理，儿童肺炎等疾病。李锋 副主任医师上海交通大学医学院附属新华医院儿童保健科2020年丁香医生年度之星，丁香医生审核专家。任职上海新华医院，全国最佳
